id,collection,dc:title,dc:description,dc:format,dcat.Distribution.downloadURL,dc:source,foaf:homePage,dct:SizeOrDuration,dc:relation,dc.relation.uri
+,123456789/293169,System_SR11,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmXJHyYW8sYQmHy8q34kx7EHc3jJa7f2wzrHhHAumukycC,LOD Laundromat,https://github.com/LOD-Laundromat,9360,System_SR11|System_SR11|System_SR11|System_SR11|System_SR11|System_SR11|System_SR11,QmVwgNSxDvrFdbwikqdmxfieh5v4KEJyn8jdn7fTDesoUx|QmVaQAKmrni3HuQ39gAxmc3ikdsJMuKSLvi5Xd4jmDjtNa|QmWx8wwRWnPTymco7xUgq3etq722tkBG85oMaaVw9kiYSy|QmSahygsMkgQPYcMd2sTsYoovW2QPjzm7bh83T9ZCDsFLU|QmSk7qeNyN36xkQPqRGbccj2E4Y5shchNxdozextDSi7Rd|QmPzW4Xo3fCYutB26VYfZ1MTu5aKxUo1Sab4aUhcS6XVmi|QmawPt5TjRhW5d4RgX5vgn5hNi33dVT5pFSpcDwAQQhJGB
+,123456789/293169,System_C6395,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmNu6zytw9CaHoQMEsmf15BDH7TLQhgmt593zws7oJR2US,LOD Laundromat,https://github.com/LOD-Laundromat,6305,System_C6395|System_C6395|System_C6395|System_C6395,QmT3fW8dkN3gkC9pb9vY81RXteEgFZxbQpcxme3UFV99bn|QmVksjir2j3LMvvo2iK2YosjwScy5aMDBMM92VvAAytbC2|Qmbawo1AJemuKvEZoALu43HrmaX7uuvU5bysTUui4NKDDi|QmP7ZS23CLAkng3NoCcvedCQEvJKdx9B4nSX48Gu9nvKEc
+,123456789/293169,System_MHCP1,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmZSTjo5iERtp68bzoDBTTf6PYyiNoCe4uCs9uPeZ64zGr,LOD Laundromat,https://github.com/LOD-Laundromat,1536,System_MHCP1|System_MHCP1|System_MHCP1|System_MHCP1,QmR1WuJKZDAwV6s1h9KdNR8v8HQzf53D5tXkjAjHSvMpEr|QmR3YoquhjHGXWyuXho9WzCm8Nd8o9kYpB5WuzBjhvPmYk|QmNPHmEMW5nfbPWjQJmbnrKSLPbgPbEaMiovjLWfywUALq|QmViZ2zvQkAb59fAudga22MEw4PNWZg1uJer74Z4LWmSES
+,123456789/293169,System_KOLY,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,Qmbf6hFaJhA5RoYFFTcXCE9LEDoEBe9UxRxDYD2uQMoipd,LOD Laundromat,https://github.com/LOD-Laundromat,4680,System_KOLY|System_KOLY|System_KOLY|System_KOLY|System_KOLY|System_KOLY|System_KOLY|System_KOLY,QmQadjVbunqb8c4oJcxAS5qtupD3czV2zjB1XVoHsemi3i|QmVyEDSR9BaCQB68u5sLVJdAudPk3sqLM2bVxmtVeXfQxV|QmXTTZgBEsXrUnj57qFFospz6L3n9ckhTDZdZd2YSL7NZX|QmWGD2dazXssu3a29f1PbY4pTbSJTDpY5LvKnNpuaaDv49|QmWnTksTmaQmpiytNcMCr9P2xRxEzHzmaTN1Jwzypj61Jw|QmZDR2EqAJh1ogNoZVDhdMK8xXLNT2vbVV39fsvswhgmT1|QmNefAr6pfGjhme8VKFEegiTBR29mmDXdxtMvJDWUjxxBF|QmepThbPF6YyYoPVxz6hBr3refyf2QNFMQatqoEH2D5iwn
+,123456789/293169,System_KRDK,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmS2wB8GB6hCLaxhn3qHYZs7UttP4AfboXRPDFNTLKTi9w,LOD Laundromat,https://github.com/LOD-Laundromat,5328,System_KRDK|System_KRDK|System_KRDK|System_KRDK|System_KRDK|System_KRDK|System_KRDK|System_KRDK|System_KRDK,QmUWYRLfWBJk9LbWFdGuSem8mVXsCZ91QXR6zuf8sWBrc2|QmcXra68EGQjc8dWwVVmqTKRXi4xoh4sLpEBdMuiBSSZQP|QmNoNTtT5ALt4rCBAtn73obrhzWzWVNgrbNhpY7ZvWpXep|QmQDz1MnSYafpCCVutinkFqdLjeV8ny3z82mHuH2ye5eYE|Qmbird6YJXz6RZjvNG5KGbGF5fC644KPPtrFoTeXrL1iSp|QmPJszXDUAD9KTt4Se9BbBi9PJP8vnGT83n1ERV3UEgAER|QmPW5CP3GNW1EFLk3Lpif2BzmfteP7uok5wPyhKhdNgrhN|QmXdLw9jQU6GvxdoiRFeou5JzNi9TwyvmFMFDKRgFvepgb|QmVY7N9eVeMJqKBYrhPkbAFiDHDZ3xkF6FzZwBBQbLsEJw
+,123456789/293169,System_AS240,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmfDZRNxnm3xkrQZQv3ZQCHVpsJY3x4ui3WRtL9W9JVJjN,LOD Laundromat,https://github.com/LOD-Laundromat,6240,System_AS240|System_AS240,QmaTBp8zH7MSrv1PCCRqL6CCsVQiYRt1FFCtT6jEK7Bx3y|QmWC59F1cXwig9bqdNGjRAtGfAYfAo6y1Z9ke2tHiyiWKC
+,123456789/293169,System_WSSM,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmTtTCKupxTYNf3yWizVBFRTuoe4ucSo33cJGNgtTwGr5H,LOD Laundromat,https://github.com/LOD-Laundromat,4042,System_WSSM|System_WSSM|System_WSSM,Qmd6N6LUwMqBniXz3yCM5tT7zPZ2LVvvSyNLdTPYVS7tV1|QmeFt4iUjRSrxa5QM4Wjg3KiBxqXxk3hM9UFrE5rmeCH3b|QmNqXjmD1sYkiFPFL4Nhn1FcUrqefVmUqU7R2Vb1dX25zy
+,123456789/293169,System_DLCC1,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmSQAug97q1AECRUKd52EPHSymh7qi2B7v4ihYNn7qQgbk,LOD Laundromat,https://github.com/LOD-Laundromat,1344,System_DLCC1|System_DLCC1|System_DLCC1|System_DLCC1,QmVzZB6hmurqyZB9CduifJkar3rk77QoKewVxRKaa5kNTU|QmcCCw6Ycv6ekPqZeUiD8xihNVK8gwv2FGBqtbYnrY9H2k|QmPg2ov5eJAjue1d8hg6oYCSeyjuoGAgYnaqhqmmLdTENF|QmSHK845PEBdbeqpeAJRM4DLoErcQBn3QHsPNvSUSJFXfW
+,123456789/293169,System_DEEM8,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmePcehubWWZMUyV8QQi6swCX7PnMRBEvLUpeWYXAAjgEB,LOD Laundromat,https://github.com/LOD-Laundromat,1992,System_DEEM8|System_DEEM8|System_DEEM8|System_DEEM8,QmZ5tQWWsgktQvy4rK4RFR743DQK4nUfUk6F9kzSo3tQAv|QmbP9cSYP22xVuDBNaCdR54mmpQXRr3qgGphGsAKjYnjoh|QmSTNkAgSZUTWm4WYcJnVj29QAZUVpGMQhWAJC5A8t9LKY|QmSdTTn9dvwBBscxAQ2sobwD5KeUjdFKGHvW8vDETYb24N
+,123456789/293169,System_C7762,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmQ5qm53HXPsirPXQUByh1nZwGNww4DHhvKaCyUbLK7Z9u,LOD Laundromat,https://github.com/LOD-Laundromat,6175,System_C7762|System_C7762|System_C7762,Qmf7M8M8D47CaQsmkuKtRXpJ6CuFhiYU1sQ5BC1wewgHY3|QmYeWNeac3HFDgkaowTFney1JohrffyxTCPNwqmjt19dPp|QmXZk9ZDXshG97wcT53DaCitp4ksSdFnDRsr5yNtUjXocs
+,123456789/293169,System_KESF,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmfD8qxAvYR12TmyKZw9skABsfSY1ztqYCYMuZ7CNMSkjP,LOD Laundromat,https://github.com/LOD-Laundromat,1560,System_KESF|System_KESF|System_KESF|System_KESF,QmVcTndVwbDnwbcjGGdtLPTRtaYp3HgCTbTW4bxfrEtVaN|QmV8cVEbjrEt8yBegqJjF4h7s9RAsuEed1U3vz3RryVJMv|QmaYBWBmA8CS6Tye7yamLiFtLNnC6MNxHR37NEWxr82GKf|QmeokmWfUjnojggTK17X7WPL66DYANMFy5SQjBa5dUyqkm
+,123456789/293169,System_AR675,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmTBsrhpn6kfy3CXrwCsKzQfAbhqjHG8F7szyk8mBDcAwD,LOD Laundromat,https://github.com/LOD-Laundromat,6240,System_AR675|System_AR675|System_AR675|System_AR675|System_AR675|System_AR675,Qmcc3AAhpxydkUktNDSgqAtwnjd65EHJFya4RHX8MLsfiz|QmUbcBveuyta5PzwiGRpLCWJRDn1k12zDBApAtF7vfv5se|QmYRbWpbhhFzsunxAMs5U2tfMY3fih6Y4aJvSitbPQJsfs|QmYrYe2cKtqSBq2LPCC4ycToNc7WMk2B2N7WiGLQpjYPme|QmVSV5GJRcFkiHGLrrEkyHZ39rpgdNFr48Z9xdpvfSjXfi|QmddLFhBoSRYkwdmdQaLSzrgaRVJhpmoVRsPhwrHA43krL
+,123456789/293169,System_BTAA2,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,Qme3VKsf2ghvncfPMwNNcUtkq6uedhqnpJhBSS7mNFfy4M,LOD Laundromat,https://github.com/LOD-Laundromat,1992,System_BTAA2|System_BTAA2|System_BTAA2,QmNxq24yL7fUh4ERQWeSqchECMxN3svFXze3oQSSaFjXoZ|QmWkndSSVrtMpcejz83rhhfWJoYiSRQDJCJLBpL6mXRz7b|QmRh7UFwJQAhTEihZTZjKEUbjmVrtN6XHkA6VaeCrhNknv
+,123456789/293169,System_KRCX,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmRDVfDmNLfuzE9kmSHvc3bprWFdWHoUpfhq4B7QjMeXyt,LOD Laundromat,https://github.com/LOD-Laundromat,4680,System_KRCX|System_KRCX|System_KRCX,QmapzWvUkRaQEx6AYRN8GbG5QCJQXFpTC6cbHwgKhQcxtP|Qmegh5c5WyThfJhAA3dVYkUbr3j2LTK6aYDLmeBrW2yrkA|Qmciz8twKgdWwBpekHR6tsnp3Wu6R5rQQECpiDDpcw4xc8
+,123456789/293169,System_MMMX,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmZibsMpmmy4P7nGHeaTTHbuG8yebjYFgsgvYLgihajop3,LOD Laundromat,https://github.com/LOD-Laundromat,1885,System_MMMX|System_MMMX|System_MMMX|System_MMMX|System_MMMX|System_MMMX|System_MMMX,QmY1raSG9pY22h9wFiEqU9qrSgeLgKpemmedgDTxs2BChh|QmaNnbc8B75DgvrPn2hQnadXQq2Yage1oYnSXk5zHdDrb9|QmTjDdB2jh2iXBd4X4KSdiPxhsEJSkzxkAjFZdadxhKDJG|QmPmc3UQ7ggm8cQpmFDh6jwUCFQ91qZG6mU4ELtBXebmCf|QmRwFD1E7SM4462WruLX6bHGu2n9NPRpdXcwmDBdugiKF2|Qma8mzoJyAhCHyVLyMaWbwudyFzmh5RXUFHu5kQv4aankc|QmfMT49RXhn4DxzR9a7hGsogo11ERfDHXtpK2nPL9XFNot
+,123456789/293169,System_C5986,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmVrmHkSruQH4hZxHsWqKWLhFjaBwWxbUhtKJN6UauVf8g,LOD Laundromat,https://github.com/LOD-Laundromat,6240,System_C5986|System_C5986|System_C5986|System_C5986,QmZgS4Gp91XFfXPfupttEBFZwbhcWcH4ddCjSYaFJzdAmm|QmX6dPiUyRgby5j8xkhEGVngvfRASDBDb45KAUebnaFStx|QmSgeGXjxhZKuW2vvx2HC375vV1C1eDhZgBaB9M6fVDwyU|QmT1ZxbExh342TXF5vjU5Gy8a35t1tcvhftFb2LYu98jTH
+,123456789/293169,System_QSY,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmcwDepCgRFbsfZCfvycg7ejwVNdmWecU1wr1v1hghiFkF,LOD Laundromat,https://github.com/LOD-Laundromat,5376,System_QSY|System_QSY|System_QSY,QmPyxVeiW2L2gd47wDgpUr5zcjGBYHHE43b1ESKC41zz5e|QmVmZ8qiDrrSvgmGB5Xsv2ARZr7HD7TSirYkWP5uCF9knu|QmbKEhmypvHSsiKb5dv3L8Urus4ZJ8FhGaz1wVd2AxAJcF
+,123456789/293169,System_C0176,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmVnfs9dro53EwTAVXxYcX8QenywVLQo1i1qAevnwabMVK,LOD Laundromat,https://github.com/LOD-Laundromat,3055,System_C0176|System_C0176|System_C0176|System_C0176,QmadM7wnRVvQTQGogPrLnJWdaYCaw7pqDtSkkEZKEXokHv|Qmaha7Cey4G1i6jtvKcANTEzJaoTNcUgr5zvKwZfgPqYWM|QmWhP4Xh8zspypWz1qL78VG85iMa9gx7Zhow497agd5tJy|QmYb6DwqFxjSiBfpz2CbfjGxFHGLpVxTF8WKZY2n8Uz5qM
+,123456789/293169,System_LMR,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmXSDNu1Qe7fD41LdiJSCDWsnirhcfQb2hfqVK2PjLFMUL,LOD Laundromat,https://github.com/LOD-Laundromat,6240,System_LMR|System_LMR|System_LMR|System_LMR|System_LMR|System_LMR,QmWWM5n4ViTRhdfweMKjqgJ5GZ94km57fbmYKf3m4aPxTj|QmVsgeeiBioFm9jM6Fj9Py3aWZbpHR6p9bhoBzRRtnJ9Mw|QmeGgduzUe5b28M89n11vfMqEbQr2cUtKgKFsX2H9DtdUm|QmYmwFr14xYUxNMPDVwcQeY4Y2zPioXg7rY4z9akCbni4s|QmR2MHahPCx6PrJno7HMfj4AB1XRpM6MdvwwY614ooEdjX|QmRaZrpAKqC2hZrGwGv2N1DDyLg2R6iVvtGDCwRYrgUQbA
+,123456789/293169,System_BIRA2,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,Qma6pYPCUqZe6wDNzrxEP3YmtjYTWpss3EGU7Vk8HQ6ryf,LOD Laundromat,https://github.com/LOD-Laundromat,1992,System_BIRA2|System_BIRA2|System_BIRA2|System_BIRA2|System_BIRA2|System_BIRA2,QmY17KjPfGoDUgik33RHNeEXxr8SP9Hbc3nJ6o77HonvLX|QmbV6M6z3kRF8osR6RGAw4MbCY5DnyArfiCzsNUnRTwaYM|QmcSx7TTLr1m4A7WNSSM1Z679VPmD8Tmrxar9ftqskfQSQ|QmdwL2eKEEzfhXtzBGCAEgkYqAYwxLVTDvGENbYHJKY9xj|QmXDUvMfmtayrX8ddRz3JejswnicJWELv6AwAaEVQGiDHn|QmVqF6oyWFKqBBTqFtaA2CPARTsu7VWjFkvcwQWVtC2ctV
+,123456789/293169,System_QGSA3,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmepYs3GgubKYwvknUo91R1kJR9DsKmpt4dbUS5ggdTweD,LOD Laundromat,https://github.com/LOD-Laundromat,1992,System_QGSA3|System_QGSA3|System_QGSA3|System_QGSA3|System_QGSA3|System_QGSA3,QmbYe1ffjYhHtPqrEp16EyzAECtpMUuEkwtzwN5Gmk9igR|QmNm6VYMnn5GGpu3yTmLyGFYq1fmoRStXZtRBQivtdUYHv|QmQgLFGSKt87uCXs42MXE3uCzxYxZ3t6sHdomSvxRGFWNz|QmSx2snhydM9RRbS6igEL8NbLS9zNb7cs3sanjgFk9feTH|Qmenpz6H1H92x7fj5QzdyzdN84A3zf5RYpy4a2iNAUKrXb|QmUWgJmEHXQZ9CHT65gJgzDwyHnJemzK5zSXjnZ3xLodKv
+,123456789/293169,System_AR148,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmcpDMXCaVCrhn59jfWQL7FHJGUVzyfXiiykMGNAwR9qd1,LOD Laundromat,https://github.com/LOD-Laundromat,6240,System_AR148|System_AR148|System_AR148|System_AR148|System_AR148,QmV2j4indAaNkhp66xZ6e7npX2Ro2GQfwHkN8vitMu5srZ|QmWcokXTq4udGi5s7DgXafurSaPVUo9KPtxYA896DWRcr2|QmWcGJ4DAGyvjibKPFvNVyHXFerA36db19WJ79dVNJu5MJ|Qmb4szr9JT8hJwBcJcAQPBh5SEXyvrXrD4Dcpk8YZ4uEtx|QmPGrw4hFTKUs2A8cSFZsLmfbDceQWczDDAwHMLcQNAnWp
+,123456789/293169,System_KRNO,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmUze2tbWbB5VUUa4HBPfMaRZoawJdmvcYUJ6LX8zCuctR,LOD Laundromat,https://github.com/LOD-Laundromat,1560,System_KRNO|System_KRNO|System_KRNO|System_KRNO|System_KRNO|System_KRNO|System_KRNO|System_KRNO,QmdyiSPB6z8AWiFyoJ4WTePSfe8KyxPGv9mkDU3kpZApJV|QmaYKkiAXYUhofkRKXvF77qqzkBh6iHE6SU27zwQtADmAu|QmNRB636FgierJRLkn2mr4WfBk9TXJ916wYKFbuGtGbztM|QmQxShvVNzHRewAdqXQbph5XwKARzD2N3AtimohCTc4Jy6|QmbM7DMkuLAgmENeqhzU2YGuuzn2VWWzPmNSGn9xEKsv2i|QmUdutd1Zb7uVrWqMUQgnKbEuoThQb1WwjmzQXwyghgDPY|Qmen8wn6ijnj7gifS8yGZYN95ZiRyXuEhdRUV79Ltn3JAS|Qmc61q26GCH4BPp9cEvMMehuJYpubRfqYD1QjTuBky3dbb
+,123456789/293169,System_UNRC,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmTxrUVCUfgexPcHiC7x97Kby36TPtWQNKiQz3VqruL9Sy,LOD Laundromat,https://github.com/LOD-Laundromat,10656,System_UNRC|System_UNRC,QmX2AYRgVWq8D6LKQRsnXT348X3ePkrGZcDACVDin5tnfU|QmV2jUqVN2sZpWzk9okDAAXFggMkSdJH5F6Z5Vibhh2hGE
+,123456789/293169,System_C7409,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmUjoeWq3SdaY7TCmNXVpXh2VFwepUfPwkT4GZo99B5GB5,LOD Laundromat,https://github.com/LOD-Laundromat,6240,System_C7409|System_C7409|System_C7409|System_C7409|System_C7409|System_C7409,QmUqCsoENebGZDGqgtmwJGpkwJAcsmJJKkSyywr5vt9v7N|QmdYHnwkxGUrqnHk99bAwu6SiStTf2Ak2e1N9XhkrG2ibW|QmR2oynDxbyRMRAHmmnzZjPNr4Hq3CBa7Y2xGz5zB62WR1|Qmadahj7bVopRLx6iT7ZBLhQJDhSnPMNynD6cx2BxfecNC|QmUS8Yj6Q5QUcHUjNTGRj8TFMM947tmD3hBNXgxZ8t8hkc|QmZtegayiTfknDm3cungqLK12bAs9QxHnFEszLug8RPnxs
+,123456789/293169,System_KSUT,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmXDqbV2qMacPspgCGBEzx1JQUD8uSVwiugMyRniJt2NA9,LOD Laundromat,https://github.com/LOD-Laundromat,4032,System_KSUT,QmdCbH9RrUfuLxXQYpiN3hH9F7hH7sEFwTo8v9obEnGQ5c
+,123456789/293169,System_KBVX,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmTdosdZyADVpzuv5mpkqSQuYtd4GdHzRvLD3GZNbMbJBG,LOD Laundromat,https://github.com/LOD-Laundromat,5328,System_KBVX|System_KBVX|System_KBVX|System_KBVX|System_KBVX|System_KBVX,QmbssirLNNayAnpMCnsH7gdrn9RYmvCVpD2LzwXoz791vW|QmVA7P4q8PBRW3AdYx6r3Q91mUoV4dg57GKUZHSjTzURmi|QmQoDPvr29hiKtGsMxV6LWsaLuU3NKDwPECqk4tAEEMpzt|QmZNd9L6wdGXkE1TyWa2Q8yhiEpjNLhr5JqdpDLXPFyjmF|QmWJhcFkB6Q3d3e5wqvH49R6M3omiiS7haMKweinJkZDGi|QmW29FVtuaLr7TduHHgV2en1rPJWkqaqm87cq3ktLaHJyx
+,123456789/293169,System_KAFP,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmaYD5zBdhnZeMevZakBiKUny23XdQ8natpJ6xD1ZB5nDN,LOD Laundromat,https://github.com/LOD-Laundromat,4032,System_KAFP|System_KAFP|System_KAFP|System_KAFP|System_KAFP,QmQktBqbRpbao39k5jxFkhRXGCmasN4Xp9Ns2nVqLkUSPz|QmdtQ7MWnmZhzHAZxsbjYv3yj9KgdSuG3GepA9YV9mY74B|QmSJUiKfvC5US5VfHmiZnFRFripb3LysYPvKowcSBV5uy2|QmbdNqCsofuPobCFdmbSL72kZpgfaQzWYtLgHYFQtRVQPc|QmdD6NrdPL3UDEhzbbiWGpi93pVtzY7bZgdEiVDpC5cmxf
+,123456789/293169,System_QFLA3,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,Qmaw155ihYEmGQjZpzGGVXvzQ6iPDQP7oh2PBvBQRWVrn2,LOD Laundromat,https://github.com/LOD-Laundromat,1560,System_QFLA3|System_QFLA3|System_QFLA3|System_QFLA3|System_QFLA3|System_QFLA3,QmRtGaiJNcPoh5gnGJN2RELT2gQSKi7uZREH7dcVrEEsEa|QmP3KV75Yghdzc9QKAfHLBYXxNiDFrYkpzYUhjyKwx2r45|QmTqUxQR3zbDReMxMQWwxdVFkD78NERAV32vNXBWDbKxVW|QmP3ZXjtz6UErrhjDbtkGjgpHkwzhJ4SvLyc6TVuV8wpPS|QmV3msPGotRsJvmiXxptbqvyTyL4ymrEK2hN2jszqMrkbE|QmcjB8Kkfzv9zcPsgYDAePdHVQd21kN11qiEmmMpL1oihG
+,123456789/293169,System_CI106,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmUHPWqWuUqSqbCkG7BaRTshvfTCn5DKGtfahKjk7vcN5i,LOD Laundromat,https://github.com/LOD-Laundromat,1344,System_CI106|System_CI106|System_CI106|System_CI106|System_CI106|System_CI106,QmVzcB61uA56fY8oZkPxiGGdYQncUWk7hLbRo7Dk4U1t4e|QmTyvnDegdy5LjnNnSicVQcWRpcxQfbue9bBfGWLP41t7n|Qme45FnXPjsZ9sWZ5LVeeBitEEsxroxXaJE23vV1u3dxmp|QmaT8QhLE1rUsk3nExYWadttL555dpv7xK4FQqzBXU4zGL|QmW2HXQAsRBWVAdhbXSV3sxUwaktJW4WsbhNuiERNqruQs|QmePrtLQLrNjPcFET9ZMgj2Fv6RNKUCHHt8YPZ3ABXXRDs
+,123456789/293169,System_KARG,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmQSCiEK9hvoqi7VE1JaPN9vija5t7gKJiwPQUeXX3Dpto,LOD Laundromat,https://github.com/LOD-Laundromat,4615,System_KARG|System_KARG|System_KARG|System_KARG|System_KARG|System_KARG|System_KARG|System_KARG,QmSxeSNuTB66Pbj1s5XjsUVHv8yUx69vqkkf4Qem3PsnUV|QmaNggpVfDSKMbNLZWD63uqGw7yHUKYjSSPz34TdiJiKKV|QmT58Kq9PUhBVMPoKpzABWwna24DPufsNskcqcbAxTKkwm|QmaAP5EC5qfMn5Z7eqSqAsthwZ5uyqMraZg1NtEVcBy3XX|QmPAfDnSX698C1DL99Jm6ZBbByXXZcjWwYZtRkM3owfo7K|QmaaiwEKky8GA9WL2hutW4hxyRn81UVXUwqKifkDh59dXu|Qmer5jder9DYSnPswFqnMkDoWEFYBBk6QNRqqXAKnPAqJC|QmSMnvcRhSvsVvZyj7a6GsBvVBqKFVMVDPcbMMtJGz5vVV
+,123456789/293169,System_C1169,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmW5TUDtBYqtT9euE9hUqx8pHrzRFqXr6mCRLFwxE93gbj,LOD Laundromat,https://github.com/LOD-Laundromat,6240,System_C1169|System_C1169|System_C1169|System_C1169|System_C1169|System_C1169|System_C1169,QmXho8hbJv36WByXfhKb884S5VmZkhUajzRvSYEhgfeS6P|QmWkf6gzrfiwfqRv4cqZxwR4qFnG5RxqdHe3XXmzKCM2gr|QmW8aYKmQRRNuJ5Zruj9eDPv8uJqvsKBYCY2KbzbrD4Ygx|QmS1B5tPwsUyXYkToPyBbSzswCw5VMh6aaMWThVxWSAhRB|QmPs5ELZKyPgSBP1gozhHhExF7xUw5gWJwSjibCqN5smfq|QmPr3EPRm5WqBegv6yiQJEZo11uQhrrYepTxEEzqVV89wx|QmU8QYZVgYjP8rimt4gNTbjkhYtuJAK7qF25pqg8821eYE
+,123456789/293169,System_HAM,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,Qme3qLoCmc48fFqG3vZbWuAjZJ5QxQhSGwipEGcaktTGF4,LOD Laundromat,https://github.com/LOD-Laundromat,18525,System_HAM|System_HAM,QmP3JJTjhxD1s1kDAXnMKbbJ6ZQP2hrHX3ykfqVTxF9otx|QmRDKkHYjfD2kX1VrWfVL3zYtsJPGtgMQKJ6XJyy1TAY6Q
